time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4,episode,total_reward
0.06,2.67900368046e-15,1.38695513675e-14,0.0,6.28318527953,5.16107867554e-09,0.0,2.67900100997e-13,1.3869631482e-12,-0.588788029983,-1.38250122947e-06,2.37161590359e-07,0.0,0.0332038639668,-0.143362921884,0.330101339443,0.0909160991612,20,-90.0
0.06,-2.11934503722e-15,2.24613055373e-15,0.0,6.28318530291,6.28318530296,0.0,-2.11934704114e-13,2.24613255765e-13,-0.588788089556,-1.89197047517e-07,-2.11220219669e-07,0.0,0.149111206862,0.0827581219747,-0.173848496081,0.117973166994,21,-90.0
0.06,4.3806161902e-16,2.04054229213e-14,0.0,6.2831852668,5.99746918795e-10,0.0,4.3806161902e-14,2.04055956603e-12,-0.5887879163,-1.98733371923e-06,-3.2618982242e-10,0.0,0.226377764206,-0.233298368138,-0.396939786893,-0.0967921565975,22,-90.0
0.06,-3.61317436043e-16,-2.46960348974e-14,0.0,4.87453633014e-08,6.28318530655,0.0,-3.61317436043e-14,-2.46957820099e-12,-0.588787967416,2.38516678733e-06,-2.00168942541e-08,0.0,-0.0551191600018,0.0203590020771,0.122510767308,-0.440822306034,23,-90.0
0.06,4.78506160686e-15,-1.07773292808e-14,0.0,2.11643147452e-08,9.45051059631e-09,0.0,4.78505226167e-13,-1.07772812198e-12,-0.588788012168,1.02311527187e-06,4.6364873119e-07,0.0,-0.162687655321,-0.247404562841,-0.00442116876509,-0.279762169926,24,-90.0
0.06,-6.98643975747e-15,3.34221284062e-15,0.0,6.28318530044,6.28318529352,0.0,-6.98645979601e-13,3.34221751628e-13,-0.588788085857,-3.45555214135e-07,-6.53789161653e-07,0.0,-0.225262484155,-0.00498155683329,0.161756170683,-0.0436153012832,25,-90.0
0.06,-1.47397534546e-15,6.1677674656e-15,0.0,6.28318529488,6.28318530424,0.0,-1.47397601303e-13,6.16778348718e-13,-0.588788020459,-6.1480126635e-07,-1.4692369813e-07,0.0,0.113857333076,0.047556228274,0.29734156588,0.208877921202,26,-90.0
0.06,2.33827391229e-16,9.3201219833e-16,0.0,6.28318530521,4.66043204028e-10,0.0,2.33827391229e-14,9.320128665e-14,-0.588788122589,-1.13054703394e-07,2.33021533566e-08,0.0,0.0829579692486,0.0926247784912,0.115911145283,-0.0816701238637,27,-90.0
0.06,-1.842560517e-15,4.99703908588e-15,0.0,6.28318529722,6.28318530358,0.0,-1.84256185258e-13,4.99704977053e-13,-0.588788058842,-4.98055988009e-07,-1.73118958219e-07,0.0,-0.133327479904,-0.0663279921569,0.247174595683,0.157534016536,28,-90.0
0.06,-3.4595394172e-15,6.97735630996e-15,0.0,6.28318529356,6.28318530063,0.0,-3.45954408712e-13,6.97737632388e-13,-0.588787947368,-6.48634985867e-07,-2.89854605849e-07,0.0,-0.303546941149,0.258879782004,-0.252183998675,0.113706411875,29,-90.0
0.06,4.99082011502e-15,1.04588842971e-14,0.0,6.28318528648,9.69680957752e-09,0.0,4.99081010547e-13,1.04589296738e-12,-0.588787976766,-1.02009548602e-06,4.56559631408e-07,0.0,0.0974959990614,-0.213878276176,-0.336517125787,-0.193129518506,30,-90.0
0.06,4.28292274697e-15,3.43958655449e-16,0.0,6.28318530649,8.300599319e-09,0.0,4.28291539783e-13,3.43958655449e-14,-0.588788111535,-3.43034938578e-08,3.88503418655e-07,0.0,0.0881662473897,-0.197136788349,0.049995872642,-0.00166723896104,31,-90.0
0.06,1.93562320698e-14,3.268025101e-15,0.0,6.28318530079,3.81542824002e-08,0.0,1.93560765647e-12,3.26802977283e-13,-0.588787993533,-3.04563370302e-07,1.86132459626e-06,0.0,0.0939531435723,-0.38647639232,-0.159323081266,-0.0406816839831,32,-90.0
0.06,-1.64605367391e-15,1.34464507937e-15,0.0,6.28318530442,6.28318530395,0.0,-1.64605501011e-13,1.34464574747e-13,-0.588788111716,-1.47754268706e-07,-1.57067829655e-07,0.0,-0.156810208081,-0.112430832617,0.109150131293,-0.0463998856239,33,-90.0
0.06,-8.81407008712e-15,-4.77949394435e-14,0.0,9.54821324228e-08,6.28318528982,0.0,-8.81410205612e-13,-4.77939930278e-12,-0.588787759897,4.79211075262e-06,-8.42529546173e-07,0.0,-0.256250532315,-0.0403974266008,-0.117625367785,0.600842114029,34,-90.0
0.06,-6.30055378418e-15,1.28216287947e-16,0.0,6.2831853068,6.28318529462,0.0,-6.30057048367e-13,1.28216287947e-14,-0.588788090614,-3.37735699357e-08,-6.27937612678e-07,0.0,0.224459655234,0.0681415199069,0.0920940786579,-0.0868938959911,35,-90.0
0.06,-1.69051703701e-15,3.64296944513e-15,0.0,6.28318529997,6.28318530387,0.0,-1.69051837221e-13,3.64297478595e-13,-0.588788027476,-3.5467286765e-07,-1.60002206584e-07,0.0,-0.140496320936,-0.0864034087656,-0.273040478035,-0.219321536296,36,-90.0
0.06,-2.79656247501e-15,3.27269277481e-15,0.0,6.28318530085,6.28318530171,0.0,-2.79656581555e-13,3.27269745156e-13,-0.58878811254,-2.94006548187e-07,-2.62008951309e-07,0.0,-0.150167571373,-0.0474341101635,-0.157828472867,0.0339595285199,37,-90.0
0.06,-1.08786421781e-14,-7.69933389525e-15,0.0,1.55127271029e-08,6.28318528571,0.0,-1.08786915674e-12,-7.69930920062e-13,-0.58878799681,7.94890483747e-07,-1.05124916828e-06,0.0,-0.292616673988,-0.0814542362263,-0.12778019312,0.268756775025,38,-90.0
0.06,-2.5828667173e-14,-2.85418531378e-15,0.0,5.91857407528e-09,6.28318525585,0.0,-2.58289433275e-12,-2.85418198661e-13,-0.588787660687,3.21289038091e-07,-2.54563316291e-06,0.0,-0.573698573403,-0.376091454295,-0.18602500182,0.235253108117,39,-90.0
0.06,-1.01198478822e-14,5.53875815419e-16,0.0,6.28318530607,6.28318528734,0.0,-1.01198906258e-12,5.53875815419e-14,-0.588788071679,-5.60576375213e-08,-9.5634035421e-07,0.0,-0.286042099892,0.0913877555181,0.0641433325517,-0.00966512722354,40,-90.0
0.06,2.32345185968e-15,3.08996148555e-14,0.0,6.28318524538,4.9613788633e-09,0.0,2.32344986148e-13,3.09000104997e-12,-0.588787767786,-3.10859305039e-06,2.83698059735e-07,0.0,-0.284045150539,0.312346503876,0.489500247969,-0.122977152818,41,-90.0
0.06,-1.11495056169e-16,9.02369468031e-15,0.0,6.2831852894,6.28318530697,0.0,-1.11495056169e-14,9.02372874633e-13,-0.5887880878,-8.68752827845e-07,-6.91847383705e-09,0.0,-0.0479820690851,-0.0386380247009,-0.26560028958,-0.0709644333241,42,-90.0
0.06,1.10426011539e-14,1.59481907299e-15,0.0,6.283185304,2.22524070281e-08,0.0,1.10425504496e-12,1.59482040732e-13,-0.588787952459,-1.5899243266e-07,1.13909058608e-06,0.0,-0.196715377422,0.344792447323,0.199252870379,0.167692350196,43,-90.0
0.06,-4.30906462985e-15,-4.23357441148e-14,0.0,8.44498417862e-08,6.28318529895,0.0,-4.30907261912e-13,-4.23350017787e-12,-0.588787717698,4.22234347704e-06,-3.71960305735e-07,0.0,-0.321425341551,0.268341295907,0.0452109170074,0.556416047983,44,-90.0
0.06,4.31540465803e-16,1.64473767486e-16,0.0,6.28318530685,8.60091553534e-10,0.0,4.31540465803e-14,1.64473767486e-14,-0.588788132506,-1.63903169574e-08,4.3004577317e-08,0.0,0.0853648940122,0.102076497314,0.0574279345322,0.0458704669259,45,-90.0
0.06,4.53285613097e-15,-1.03008552679e-15,0.0,2.04024530603e-09,8.77638228758e-09,0.0,4.53284745782e-13,-1.03008485963e-13,-0.588787953424,1.00656822748e-07,4.09754159926e-07,0.0,0.126839384623,-0.221366394798,-0.28260129669,-0.295539173272,46,-90.0
0.06,-1.66373045175e-15,-1.43115144868e-14,0.0,2.8531139229e-08,6.28318530368,0.0,-1.66373178671e-13,-1.4311429717e-12,-0.588788005856,1.4265400167e-06,-1.96091296879e-07,0.0,0.182569292081,-0.145779163565,0.0598245102132,0.327853484212,47,-90.0
0.06,1.06045333874e-15,2.17323392138e-14,0.0,6.2831852643,2.26844676376e-09,0.0,1.06045267139e-13,2.17325354151e-12,-0.588787984643,-2.09674912504e-06,1.31783594885e-07,0.0,-0.119208458494,0.148022286523,-0.39725224516,-0.00165766951271,48,-90.0
0.06,6.27609751903e-15,2.70757581792e-15,0.0,6.28318530178,1.2882352074e-08,0.0,6.27608151356e-13,2.7075791524e-13,-0.588787907291,-2.6995363152e-07,6.83816136285e-07,0.0,-0.322921278469,0.387112917938,0.145643427917,0.0393526491783,49,-90.0
0.06,-2.1811593728e-15,-1.86018238905e-16,0.0,3.65411700898e-10,6.28318530291,0.0,-2.18116137702e-13,-1.86018238905e-14,-0.588788107246,1.77355180952e-08,-2.05106202609e-07,0.0,-0.140458825274,-0.0624139314274,-0.129631010385,-0.134738680748,50,-90.0
0.06,-5.3879675779e-15,-1.35479508202e-16,0.0,1.21555210342e-10,6.28318529644,0.0,-5.38797959944e-13,-1.35479508202e-14,-0.588788070956,-1.17104759613e-08,-5.37007688693e-07,0.0,0.231705228787,0.120713559025,0.109327433177,-0.113736644727,51,-90.0
0.06,-6.73720344738e-16,-1.06924688376e-14,0.0,2.09910027138e-08,6.28318530583,0.0,-6.73720344738e-14,-1.06924214148e-12,-0.588788081582,1.01442675611e-06,-6.83077513601e-08,0.0,0.0708367803372,-0.0112682299317,0.0171033348611,-0.279128570133,52,-90.0
0.06,6.67051865013e-15,9.05086149352e-16,0.0,6.28318530543,1.32956197163e-08,0.0,6.6704999454e-13,9.05086817378e-14,-0.588788098437,-7.94289746e-08,6.64777285598e-07,0.0,0.050345198367,0.225736360995,-0.0902460822677,-0.0396747586652,53,-90.0
0.06,7.38898628121e-15,7.41422699161e-15,0.0,6.28318529233,1.47931844552e-08,0.0,7.38896357742e-13,7.4142496954e-13,-0.588788052941,-7.49246382635e-07,7.44661996762e-07,0.0,-0.0330789956217,0.233960273209,0.235175317796,-0.0384597650777,54,-90.0
0.06,4.67306895205e-15,-9.64836202416e-16,0.0,2.04906935863e-09,9.2002565566e-09,0.0,4.67305960055e-13,-9.64835534452e-14,-0.588788088276,1.1798379764e-07,4.48587823605e-07,0.0,-0.10102978814,-0.210071765206,-0.0921850122498,0.124507609855,55,-90.0
0.06,-6.12040158618e-15,-2.47151460292e-15,0.0,4.84750906082e-09,6.28318529498,0.0,-6.12041694705e-13,-2.47151193146e-13,-0.588788071212,2.34473878868e-07,-6.10005774889e-07,0.0,0.232497613517,0.0980939460351,-0.0812370341662,-0.156658044546,56,-90.0
0.06,6.54625171436e-15,2.37790845823e-15,0.0,6.28318530244,1.27910375625e-08,0.0,6.54623367803e-13,2.37791113028e-13,-0.588788096044,-2.36986014713e-07,6.10875546255e-07,0.0,-0.00291717885796,-0.218011320738,0.134668012592,0.0295542243994,57,-90.0
0.06,2.38085032412e-15,-1.34095229356e-14,0.0,2.62829447095e-08,4.68003769072e-09,0.0,2.38084765631e-13,-1.3409448237e-12,-0.58878791729,1.26570439978e-06,2.272691185e-07,0.0,-0.102390164198,-0.166653942527,0.260078385242,-0.406224979661,58,-90.0
0.06,4.48937809727e-15,-3.27819756056e-15,0.0,6.31450713939e-09,8.69849259288e-09,0.0,4.48936941519e-13,-3.27819288559e-13,-0.588788069247,2.90787832236e-07,4.06959663093e-07,0.0,0.108965399402,-0.210866255639,0.096519699131,-0.181974014793,59,-90.0
0.06,-1.94344594118e-15,-1.08999813437e-14,0.0,2.14007318533e-08,6.28318530347,0.0,-1.94344727686e-13,-1.08999319236e-12,-0.588788067182,1.03446453042e-06,-1.65901032809e-07,0.0,-0.130177091795,0.0532651190183,0.0345150972676,-0.283407930448,60,-90.0
0.06,9.48945017732e-15,-5.01580726438e-15,0.0,9.75060565622e-09,1.87033126764e-08,0.0,9.48941278594e-13,-5.01579658113e-13,-0.58878804425,4.59792891483e-07,9.13861504107e-07,0.0,-0.0677936846935,-0.271087347664,0.0844804721804,-0.20869002015,61,-90.0
0.06,-1.9819289199e-15,1.81452666994e-14,0.0,6.28318527072,6.28318530338,0.0,-1.98193025387e-13,1.81454034305e-12,-0.588787922058,-1.85416080085e-06,-1.71298149664e-07,0.0,-0.120644788425,0.0127374386865,0.435060970647,-0.239792852949,62,-90.0
0.06,-7.6267965695e-15,5.37014811469e-15,0.0,6.28318529647,6.28318529235,0.0,-7.62682059056e-13,5.37016012522e-13,-0.588787967582,-5.35351557995e-07,-7.00678809665e-07,0.0,-0.332838502947,0.235371693898,0.203734413985,0.0501277768171,63,-90.0
0.06,-4.51948731371e-15,2.41019888964e-14,0.0,6.28318525966,6.28318529817,0.0,-4.51949597843e-13,2.4102229509e-12,-0.588787843454,-2.31822048236e-06,-4.50670467185e-07,0.0,0.181193414296,0.00207180319507,-0.495906488094,0.266183596932,64,-90.0
0.06,-6.41478183236e-15,7.70035108632e-17,0.0,8.5920603965e-11,6.28318529471,0.0,-6.41479918517e-13,7.70035108632e-15,-0.588787995533,3.11789489875e-08,-5.89354847321e-07,0.0,-0.27208315432,0.16568589712,-0.200551091394,0.199152277422,65,-90.0
0.06,9.67311907441e-14,4.06821213881e-14,0.0,6.28318507797,5.45310413713e-07,0.0,9.67804364742e-12,4.06734188167e-12,-0.588496339475,-1.14617798599e-05,2.72479578237e-05,0.0,-9.1160600702,-9.22434445949,8.83770491098,8.79034435924,66,-90.0
0.06,6.11301691201e-12,-6.48919229365e-12,0.0,6.28317465536,6.28317528997,0.0,6.19743738847e-10,-6.58467807787e-10,-0.587774209281,-0.000534975478291,-0.000502854289542,0.0,-17.6836872634,-16.6154321931,16.9427670632,15.7508660184,67,-90.0
0.06,2.77274497211e-11,-6.34310245535e-13,0.0,6.28318497321,6.28317028161,0.0,2.81609200033e-09,-6.34521726355e-11,-0.586627499921,-1.67007173016e-05,-0.000755922535103,0.0,-25.8138881465,-24.724132388,23.6468883363,23.6211526074,68,-90.0
0.06,7.36593002855e-11,1.35388142731e-13,0.0,3.72683821581e-08,6.28316421817,0.0,7.51704559654e-09,1.35383511415e-11,-0.585069908631,1.8633901579e-06,-0.00106375159614,0.0,-33.8892635575,-32.7259027205,30.8326594985,30.8348604793,69,-90.0
0.06,1.8664398634e-10,2.48359489898e-11,0.0,4.07770778654e-06,6.28315252047,0.0,1.92556139373e-08,2.47473245482e-09,-0.582897916475,0.000203540069223,-0.00166219373064,0.0,-42.4894113411,-41.0397143845,38.8808031209,39.0709954209,70,-90.0
0.06,3.92113693772e-10,-5.04699236494e-11,0.0,6.28317966091,6.28313783789,0.0,4.10487682013e-08,-5.0720653512e-09,-0.580219238362,-0.000282980780307,-0.00242214426843,0.0,-51.2432382877,-49.4915969876,47.1254491991,46.9062434582,71,-90.0
0.06,5.66664549585e-10,-4.57291902851e-11,0.0,6.28318163153,6.28313566782,0.0,5.94273641674e-08,-4.58746769374e-09,-0.577078015725,-0.000184064900163,-0.00253533811401,0.0,-59.2842549043,-57.7055291735,55.4351536055,55.3140939798,72,-90.0
0.06,1.29650422506e-09,-3.92740553711e-11,0.0,6.28318290168,6.28308917262,0.0,1.43703455858e-07,-3.93549980077e-09,-0.573594298445,-0.000120395637871,-0.00501601952905,0.0,-67.5628495913,-64.8022540792,63.5705890693,63.5015763112,73,-90.0
0.06,1.61713328608e-09,4.5056238442e-11,0.0,2.16186641033e-06,6.28309117466,0.0,1.78667434827e-07,4.49741310987e-09,-0.569662780791,0.000107996104436,-0.00490693078881,0.0,-74.9092363959,-72.4840454945,71.8374830667,71.8922137197,74,-90.0
0.06,1.68337038559e-09,9.10919459397e-11,0.0,3.52988849883e-06,6.28310929187,0.0,1.81720777006e-07,9.08227416401e-09,-0.565267095715,0.000176235538685,-0.00392916419247,0.0,-81.733814041,-79.9636762237,80.5545291345,80.6341685433,75,-90.0
0.06,1.44030335641e-09,-1.06361482237e-09,0.0,6.28314866845,6.28313427183,0.0,1.5113916645e-07,-1.09978916099e-07,-0.560460452011,-0.00186078369407,-0.00260830789122,0.0,-88.7056457213,-87.6281137914,89.3872095777,88.6258057248,76,-90.0
0.06,1.34877585741e-09,-7.64013978108e-10,0.0,6.28316380102,6.28314606446,0.0,1.39816920453e-07,-7.78621649295e-08,-0.555171273193,-0.00108511798631,-0.00199519933594,0.0,-95.751956768,-94.9899749258,97.8281680433,97.4233567416,77,-90.0
0.06,2.33117063414e-09,-1.27420827138e-09,0.0,6.28315396946,6.28312454545,0.0,2.47163207241e-07,-1.31060872193e-07,-0.549687151036,-0.00158789287345,-0.00311898031762,0.0,-103.515754325,-102.412435021,105.456882487,104.907062486,78,-90.0
0.06,5.39975778296e-09,-2.24914339987e-09,0.0,6.2831356485,6.28302935645,0.0,6.56922856863e-07,-2.35620758478e-07,-0.543735917616,-0.00253653785994,-0.00838255825863,0.0,-111.566271528,-108.795185842,113.636965829,112.821087796,79,-90.0
0.06,6.23569865166e-09,-2.83262703314e-09,0.0,6.28312997986,6.28302623092,0.0,7.63014410607e-07,-2.98520423844e-07,-0.537343559227,-0.0028332439646,-0.00856453009523,0.0,-118.928734663,-116.276172862,121.55525151,120.703374882,80,-90.0
0.06,7.36410015559e-09,-3.91024353122e-09,0.0,6.2831157821,6.28293205213,0.0,1.18134520003e-06,-4.18620980744e-07,-0.5306296115,-0.00358322447776,-0.0143864366775,0.0,-127.076422518,-122.883696851,129.347531369,128.334641025,81,-90.0
0.06,2.01243776313e-09,-6.19005434883e-09,0.0,6.28307845835,6.28282026183,0.0,1.41803249503e-06,-6.94807538066e-07,-0.523493366918,-0.00560409478862,-0.0224504646115,0.0,-135.700559351,-129.53437268,137.062088661,135.564778468,82,-90.0
0.06,-9.1925815436e-09,-7.4402259495e-09,0.0,6.28306642261,6.28274837821,0.0,1.29798327719e-06,-8.49779216851e-07,-0.516072168248,-0.0062719629652,-0.0287146476281,0.0,-143.822117328,-136.355949775,144.500515655,142.910962495,83,-90.0
0.06,-1.48348423063e-08,-9.57467119088e-09,0.0,6.28303293727,6.28273025831,0.0,1.28314903363e-06,-1.15615855062e-06,-0.508393246855,-0.00817532992467,-0.0305027678965,0.0,-151.021735991,-143.476255512,152.141243164,150.171422575,84,-90.0
0.06,-1.20391137055e-08,-1.17610570344e-08,0.0,6.28296545853,6.28274523985,0.0,1.56118266122e-06,-1.66806626192e-06,-0.50001015314,-0.0122407730923,-0.0290170063837,0.0,-157.636406304,-150.782474239,160.761640668,157.964116896,85,-90.0
0.06,-1.15707135911e-08,-1.28608981045e-08,0.0,6.28295942895,6.28275079977,0.0,1.76180282263e-06,-1.85905669573e-06,-0.49153937629,-0.0126210119646,-0.0284834246063,0.0,-164.414322071,-157.97804308,168.373339482,165.620772622,86,-90.0
0.06,-1.61842055598e-10,-1.16060746364e-08,0.0,6.28289281121,6.28280084115,0.0,2.25900321897e-06,-2.3047147827e-06,-0.482339853243,-0.0170454512922,-0.0240352404033,0.0,-170.96562706,-165.765819145,176.774041438,173.226503472,87,-90.0
0.06,3.1322222399e-09,-7.51931863051e-09,0.0,6.28284463331,6.28281739537,0.0,2.5173372872e-06,-2.56175189049e-06,-0.472984129485,-0.0205531086125,-0.0226802063044,0.0,-177.787581039,-173.078605051,184.749630225,180.652330968,88,-90.0
0.06,9.40103682178e-09,3.07145705787e-09,0.0,6.28278904821,6.28285340523,0.0,2.77317561176e-06,-2.59636610777e-06,-0.463574655598,-0.0250343710241,-0.0198903541875,0.0,-184.327941542,-180.354695942,192.456840952,187.659327471,89,-90.0
0.06,9.49015007155e-09,-3.11592267341e-09,0.0,6.28281485301,6.28284905807,0.0,2.99161455838e-06,-2.92902349229e-06,-0.453740739721,-0.0228866664138,-0.020216766443,0.0,-191.42967555,-187.543507419,199.384014432,195.158473503,90,-90.0
0.06,1.71248484555e-09,2.60394214648e-08,0.0,6.2827317764,6.28280808614,0.0,3.13112448806e-06,-2.35997906822e-06,-0.443176009297,-0.0303514866123,-0.023436025712,0.0,-198.711794718,-194.368446483,207.741030968,202.349629518,91,-90.0
0.06,6.9472115922e-09,4.82698430814e-08,0.0,6.28269934669,6.28282876758,0.0,3.4420673656e-06,-1.80528671253e-06,-0.432263592205,-0.0338368713636,-0.0217771410173,0.0,-205.848502458,-201.958350452,215.366217669,209.565572378,92,-90.0
0.06,-1.04330080018e-08,6.36048355573e-08,0.0,6.28268517444,6.2827721182,0.0,3.32668506915e-06,-1.47837611329e-06,-0.420869845206,-0.0355152402765,-0.0265161211748,0.0,-213.510019494,-208.937424091,222.973562517,217.094582806,93,-90.0
0.06,-1.44156990367e-08,9.9548877366e-08,0.0,6.28265726065,6.28276491779,0.0,3.48229306801e-06,-3.02733812789e-07,-0.408558919802,-0.0392133113109,-0.0271673900706,0.0,-221.273444986,-216.755179142,230.916275844,224.645850208,94,-90.0
0.06,-8.77056428745e-08,1.41165731327e-07,0.0,6.28263584205,6.28267184831,0.0,1.10849508715e-06,1.17900722663e-06,-0.39596096238,-0.0425747245696,-0.0372015230958,0.0,-229.737149642,-223.760984653,238.692939082,232.105269975,95,-90.0
0.06,-1.48137200429e-07,2.08764675095e-07,0.0,6.28261250092,6.28263712041,0.0,-1.14336462068e-06,3.89323932694e-06,-0.382904377719,-0.0472057706813,-0.0423498087155,0.0,-237.571989905,-230.987381496,246.788901668,239.720461214,96,-90.0
0.06,-2.76281647034e-07,3.16598015369e-07,0.0,6.28259275752,6.28259932402,0.0,-6.67647899772e-06,8.6123493567e-06,-0.369345019208,-0.0532637791607,-0.0507812948595,0.0,-245.752267779,-238.106204739,254.937436435,247.210153282,97,-90.0
0.06,-5.54955077352e-07,3.63386138639e-07,0.0,6.28258971736,6.28258795763,0.0,-2.00285966414e-05,1.04742763048e-05,-0.356037335956,-0.0547870519323,-0.0641504432176,0.0,-254.362609896,-245.003210495,261.924316225,254.191121376,98,-90.0
0.06,-7.93377997236e-07,5.19353231734e-07,0.0,6.28258541742,6.28260998854,0.0,-3.18113045224e-05,1.77762835079e-05,-0.342828180489,-0.0612463536593,-0.0722360520057,0.0,-261.918517396,-251.671113264,269.357804218,260.944008834,99,-90.0
